cbsa15,cbsaname15,pop_acs16,median_age,in_migration_from_diff_msa,per_capita_income,aggr_income_billion,percent_in_labor_force,percent_employed,income_above_poverty_line,households_not_receiving_food_stamp_snap,bachelors_degree_or_higher,internet_subscription,broadband_subscription,research_universities,male_female_ratio,gmp_billion_usd,cagr01to15,cagr10to15,inc5000_count,inc5000_per1M,fortune1000_count,fortune1000_per1M,restaurants_count,restaurants_per10K,gini,patents_count,patents_per10K,fips_state,state_abbr,state_name,census_region,lon,lat,unicorns_count,unicorns_per1M
17460,"Cleveland-Elyria, OH Metro Area",2055612,41.2,0.02,31321,64.38,0.64,0.93,0.85,0.85,0.33,0.81,0.69,2,0.93,115.4,0.006464889,0.013451605,169,82,54,26,1409,6.8,0.48,11295,55,39,OH,Ohio,Midwest,-81.692964,41.443568,0,0
17660,"Coeur d'Alene, ID Metro Area",154311,39.6,0.04,26709,4.12,0.59,0.94,0.84,0.87,0.26,0.84,0.65,0,0.98,4.7,0.028152579,0.017119353,8,54,0,0,122,8.3,0.44,255,17,16,ID,Idaho,West,-116.832578,47.73713,0,0
17780,"College Station-Bryan, TX Metro Area",254716,27.4,0.1,26025,6.63,0.62,0.95,0.76,0.92,0.36,0.8,0.63,1,1.03,8.3,0.030523673,0.029819807,6,25,0,0,134,5.5,0.51,798,33,48,TX,Texas,South,-96.370075,30.642468,0,0
17820,"Colorado Springs, CO Metro Area",712327,34.4,0.08,31194,22.22,0.68,0.94,0.89,0.9,0.39,0.91,0.77,0,1.03,27.2,0.01209188,0.009077365,28,41,0,0,428,6.2,0.44,3750,55,8,CO,Colorado,West,-104.7723,38.876197,0,0
17860,"Columbia, MO Metro Area",176594,30.6,0.08,29116,5.14,0.66,0.97,0.82,0.91,0.46,0.86,0.74,1,0.96,7.4,0.016828844,0.019963005,18,104,0,0,149,8.6,0.48,493,29,29,MO,Missouri,Midwest,-92.321502,38.959866,0,0
17900,"Columbia, SC Metro Area",816450,36.3,0.06,27645,22.57,0.64,0.94,0.85,0.86,0.34,0.8,0.65,1,0.95,34.2,0.015634817,0.015772651,23,29,3,4,501,6.3,0.45,1115,14,45,SC,South Carolina,South,-81.054802,34.041832,0,0
17980,"Columbus, GA-AL Metro Area",307816,34.7,0.08,24231,7.46,0.61,0.93,0.81,0.82,0.27,0.77,0.59,0,0.98,12.2,0.010945396,0.007719037,3,10,8,25,169,5.4,0.48,167,5,13,GA,Georgia,South,-84.937236,32.493254,0,0
18020,"Columbus, IN Metro Area",81402,37.5,0.03,29588,2.41,0.65,0.95,0.86,0.9,0.36,0.81,0.69,0,1.03,5.2,0.027752008,0.031185392,4,50,3,37,60,7.5,0.43,816,102,18,IN,Indiana,Midwest,-85.902784,39.216785,0,0
18140,"Columbus, OH Metro Area",2041520,35.8,0.03,31777,64.87,0.68,0.95,0.86,0.88,0.38,0.86,0.74,1,0.97,111.2,0.016483229,0.030740872,154,77,51,26,1174,5.9,0.46,6166,31,39,OH,Ohio,Midwest,-82.920378,40.001332,0,0
18580,"Corpus Christi, TX Metro Area",452790,35.5,0.05,25948,11.75,0.62,0.94,0.85,0.85,0.21,0.79,0.61,1,0.98,21,0.027342767,0.030871164,5,11,1,2,334,7.5,0.46,344,8,48,TX,Texas,South,-97.406075,27.782034,0,0
18700,"Corvallis, OR Metro Area",89385,32.5,0.11,30516,2.73,0.58,0.94,0.8,0.88,0.54,0.91,0.81,1,1,4.2,0.04200627,-0.049393716,4,46,0,0,69,8,0.48,3473,402,41,OR,Oregon,West,-123.278923,44.571182,0,0
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",267059,39.2,0.07,31417,8.39,0.63,0.94,0.9,0.92,0.28,0.83,0.72,0,1.05,11.4,0.020093867,0.010219885,11,43,0,0,288,11.2,0.45,262,10,12,FL,Florida,South,-86.479239,30.552374,0,0
19060,"Cumberland, MD-WV Metro Area",99541,41.6,0.05,22014,2.19,0.52,0.91,0.84,0.85,0.17,0.78,0.64,0,1.08,2.7,0.006788837,-0.004637209,1,10,0,0,68,6.8,0.46,46,5,24,MD,Maryland,South,-78.84615,39.584383,0,0
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7232599,34.8,0.03,32156,232.57,0.68,0.96,0.87,0.9,0.35,0.85,0.68,8,0.97,448.9,0.028665852,0.040267936,567,82,113,16,4160,6,0.47,34900,50,48,TX,Texas,South,-96.95558,32.846177,0,0
19140,"Dalton, GA Metro Area",143904,36.2,0.03,21227,3.05,0.62,0.93,0.82,0.86,0.12,0.78,0.63,0,0.99,5.4,0.003026581,0.018360881,0,0,0,0,63,4.4,0.46,147,10,13,GA,Georgia,South,-84.917304,34.789841,0,0
19180,"Danville, IL Metro Area",78111,40.5,0.02,23570,1.84,0.52,0.95,0.79,0.83,0.14,0.77,0.49,0,1,2.4,0.000147013,-0.007555921,1,13,0,0,46,5.8,0.43,62,8,17,IL,Illinois,Midwest,-87.654819,40.149683,0,0
19300,"Daphne-Fairhope-Foley, AL Metro Area",208563,42.4,0.05,29977,6.25,0.56,0.96,0.89,0.92,0.29,0.78,0.57,0,0.94,6.1,0.028342832,0.017682218,4,20,0,0,211,10.5,0.46,0,0,1,AL,Alabama,South,-87.762466,30.548923,0,0
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",383352,39.1,0.02,28496,10.92,0.63,0.95,0.85,0.89,0.27,0.79,0.63,0,0.96,17.5,0.011327661,0.000617581,11,29,3,8,294,7.7,0.44,1079,28,17,IL,Illinois,Midwest,-90.490598,41.490778,0,0
19380,"Dayton, OH Metro Area",800683,39.5,0.04,29069,23.28,0.62,0.94,0.84,0.87,0.29,0.83,0.7,3,0.94,35,-0.000053,0.006881049,44,55,9,11,502,6.3,0.46,3649,46,39,OH,Ohio,Midwest,-84.168437,39.780733,0,0
19460,"Decatur, AL Metro Area",152256,41,0.03,23633,3.6,0.53,0.95,0.84,0.88,0.2,0.69,0.49,0,0.98,4.8,0.004646595,-0.007294665,3,20,0,0,77,5,0.45,176,11,1,AL,Alabama,South,-87.007087,34.520822,0,0
19500,"Decatur, IL Metro Area",106550,41.6,0.04,26729,2.85,0.6,0.91,0.83,0.79,0.22,0.81,0.66,0,0.92,5.4,0.002476272,-0.004500763,0,0,4,37,78,7.2,0.47,277,26,17,IL,Illinois,Midwest,-88.947074,39.851176,0,0
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",637674,47.6,0.05,25964,16.56,0.51,0.94,0.87,0.87,0.23,0.77,0.61,0,0.95,13.5,0.003357663,0.002893929,6,10,0,0,487,8,0.46,944,15,12,FL,Florida,South,-81.140231,29.146641,0,0
19740,"Denver-Aurora-Lakewood, CO Metro Area",2853077,36.5,0.04,38106,108.72,0.71,0.96,0.91,0.93,0.43,0.89,0.78,5,1,178.4,0.021652477,0.032180078,345,125,49,18,2148,7.8,0.46,11484,42,8,CO,Colorado,West,-104.959472,39.703967,0,0
19780,"Des Moines-West Des Moines, IA Metro Area",634725,35.8,0.04,34043,21.61,0.72,0.96,0.9,0.88,0.39,0.86,0.7,0,0.97,41.4,0.026823461,0.028656086,35,57,10,16,449,7.3,0.44,2919,48,19,IA,Iowa,Midwest,-93.694793,41.601078,0,0
19820,"Detroit-Warren-Dearborn, MI Metro Area",4297617,40.1,0.02,31574,135.69,0.62,0.93,0.85,0.85,0.32,0.82,0.69,2,0.95,221.2,0.000243875,0.023213124,221,51,52,12,2913,6.8,0.47,37342,87,26,MI,Michigan,Midwest,-83.195596,42.500767,0,0
20020,"Dothan, AL Metro Area",147834,40.3,0.02,22851,3.38,0.55,0.93,0.81,0.84,0.18,0.71,0.51,0,0.93,4.6,0.009213775,0.001632194,1,7,1,7,93,6.3,0.48,66,4,1,AL,Alabama,South,-85.449825,31.216819,0,0
20100,"Dover, DE Metro Area",174827,37.5,0.05,25528,4.46,0.62,0.92,0.86,0.84,0.25,0.85,0.69,0,0.92,6.3,0.013772384,0.009594553,2,12,0,0,82,4.8,0.42,144,8,10,DE,Delaware,South,-75.558641,39.12322,0,0
20220,"Dubuque, IA Metro Area",97003,38,0.04,32588,3.16,0.7,0.95,0.89,0.91,0.31,0.84,0.65,0,0.98,5,0.024127964,0.022431502,1,10,0,0,81,8.4,0.42,408,42,19,IA,Iowa,Midwest,-90.759885,42.493726,0,0
20260,"Duluth, MN-WI Metro Area",279227,41.6,0.04,28421,7.94,0.62,0.96,0.86,0.88,0.26,0.78,0.55,0,1.02,11.1,0.010715626,0.007672355,7,25,2,7,247,8.8,0.44,316,11,27,MN,Minnesota,Midwest,-92.29416,46.957867,0,0
20500,"Durham-Chapel Hill, NC Metro Area",559535,37,0.07,33909,18.97,0.65,0.94,0.85,0.9,0.49,0.84,0.72,2,0.91,39.4,0.033034569,-0.002743008,41,76,4,7,375,6.9,0.49,6861,126,37,NC,North Carolina,South,-78.999292,35.985912,0,0
20700,"East Stroudsburg, PA Metro Area",166098,41.9,0.06,28115,4.67,0.6,0.93,0.89,0.89,0.26,0.83,0.7,0,0.98,5,0.007568419,-0.019795464,2,12,0,0,142,8.5,0.4,0,0,42,PA,Pennsylvania,Northeast,-75.308175,41.037308,0,0
20740,"Eau Claire, WI Metro Area",166614,36.6,0.04,27519,4.59,0.67,0.96,0.87,0.89,0.26,0.84,0.68,0,1.02,7.3,0.025331244,0.02393473,4,24,0,0,126,7.6,0.43,510,31,55,WI,Wisconsin,Midwest,-91.405559,44.866393,0,0
20940,"El Centro, CA Metro Area",180883,32.5,0.02,17180,3.11,0.53,0.86,0.75,0.79,0.15,0.75,0.61,0,1.05,5.2,0.025647137,0.015642666,1,6,0,0,74,4.1,0.46,40,2,6,CA,California,West,-115.534587,32.841102,0,0
21060,"Elizabethtown-Fort Knox, KY Metro Area",150447,38,0.09,25795,3.88,0.63,0.94,0.86,0.88,0.23,0.81,0.71,0,1,5.6,0.023483801,0.010430358,2,13,0,0,75,4.9,0.42,124,8,21,KY,Kentucky,South,-85.940136,37.76309,0,0
21140,"Elkhart-Goshen, IN Metro Area",203781,36.2,0.03,23630,4.82,0.67,0.94,0.86,0.91,0.19,0.77,0.6,0,0.98,12.8,0.031844971,0.045875841,9,45,0,0,114,5.6,0.42,713,35,18,IN,Indiana,Midwest,-85.906755,41.63768,0,0
21300,"Elmira, NY Metro Area",86322,41.5,0.04,27636,2.39,0.57,0.95,0.86,0.87,0.27,0.79,0.65,0,0.99,3,0.007480481,-0.005885425,0,0,0,0,68,7.7,0.46,934,106,36,NY,New York,Northeast,-76.813054,42.118263,0,0
21340,"El Paso, TX Metro Area",842114,32.1,0.03,19533,16.45,0.61,0.94,0.77,0.78,0.24,0.8,0.62,1,0.97,25.9,0.008407198,0.009379719,8,10,2,2,545,6.5,0.46,527,6,48,TX,Texas,South,-106.372834,31.780485,0,0
21500,"Erie, PA Metro Area",276207,39.2,0.03,25727,7.11,0.61,0.94,0.84,0.83,0.3,0.79,0.65,0,0.98,9.7,0.000354108,0.001947878,4,14,1,4,180,6.5,0.45,1217,44,42,PA,Pennsylvania,Northeast,-80.071687,42.068054,0,0
21660,"Eugene, OR Metro Area",369519,39.4,0.06,26418,9.76,0.59,0.93,0.81,0.78,0.28,0.84,0.7,1,0.97,12.8,0.017352412,0.019411918,11,31,5,14,317,8.8,0.47,1093,31,41,OR,Oregon,West,-123.117386,44.038338,0,0
21780,"Evansville, IN-KY Metro Area",315948,39.2,0.02,28359,8.96,0.65,0.96,0.85,0.9,0.26,0.79,0.64,0,0.96,15.3,0.00285653,-0.004438639,6,19,8,25,217,6.9,0.45,1080,34,18,IN,Indiana,Midwest,-87.538062,37.974352,0,0
21820,"Fairbanks, AK Metro Area",100605,30.6,0.08,31778,3.2,0.75,0.9,0.9,0.94,0.32,0.85,0.66,1,1.24,4.8,0.002457743,-0.008523741,2,20,0,0,68,6.8,0.4,74,7,2,AK,Alaska,West,-147.624384,64.831553,0,0
22020,"Fargo, ND-MN Metro Area",238124,32.5,0.03,32133,7.65,0.75,0.97,0.88,0.92,0.42,0.84,0.7,1,1.04,13.7,0.039048924,0.04258592,18,79,1,4,133,5.8,0.45,761,33,38,ND,North Dakota,Midwest,-96.808021,46.859798,0,0
22140,"Farmington, NM Metro Area",115079,36.3,0.03,24556,2.83,0.59,0.89,0.83,0.84,0.16,0.62,0.47,0,0.97,6.2,0.008489239,0.013148291,2,16,0,0,58,4.7,0.46,110,9,35,NM,New Mexico,West,-108.220504,36.72194,0,0
22180,"Fayetteville, NC Metro Area",380389,32,0.06,22584,8.59,0.63,0.9,0.81,0.82,0.25,0.82,0.68,0,0.97,15.3,0.014223888,-0.014134414,8,21,0,0,211,5.6,0.44,168,4,37,NC,North Carolina,South,-78.967022,35.047924,0,0
22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",527153,33.8,0.04,27844,14.68,0.63,0.98,0.87,0.93,0.33,0.65,0.5,0,0.99,23.8,0.041978666,0.035927529,13,26,5,10,334,6.7,0.47,683,14,5,AR,Arkansas,South,-94.19716,36.23541,0,0
22380,"Flagstaff, AZ Metro Area",140908,30.9,0.14,23754,3.35,0.62,0.91,0.82,0.9,0.34,0.77,0.57,1,1,4.9,0.017874106,0.004548461,0,0,0,0,158,11.5,0.48,596,43,4,AZ,Arizona,West,-111.58947,35.514426,0,0
22420,"Flint, MI Metro Area",408615,39.9,0.03,24901,10.18,0.57,0.89,0.8,0.79,0.2,0.75,0.62,0,0.93,12.5,-0.004683918,0.011024444,1,2,0,0,232,5.6,0.45,1514,37,26,MI,Michigan,Midwest,-83.69473,43.006414,0,0
22500,"Florence, SC Metro Area",205976,39.6,0.02,23104,4.76,0.59,0.92,0.81,0.79,0.23,0.7,0.53,0,0.87,7.3,0.003612949,0.010324624,4,19,2,10,125,6,0.48,471,23,45,SC,South Carolina,South,-79.835461,34.175818,0,0
22520,"Florence-Muscle Shoals, AL Metro Area",146534,41.7,0.04,24171,3.54,0.55,0.94,0.84,0.89,0.23,0.73,0.52,0,0.96,4.3,0.014351244,0.01758881,2,14,0,0,102,6.9,0.45,121,8,1,AL,Alabama,South,-87.637013,34.813358,0,0
22540,"Fond du Lac, WI Metro Area",102144,41,0.02,28890,2.95,0.67,0.97,0.93,0.9,0.26,0.82,0.66,0,0.95,4.1,0.008313823,0.021027217,3,29,0,0,85,8.4,0.41,388,38,55,WI,Wisconsin,Midwest,-88.486927,43.76493,0,0
22660,"Fort Collins, CO Metro Area",339993,35.9,0.09,33117,11.26,0.67,0.95,0.89,0.93,0.47,0.89,0.76,1,1.01,14.1,0.025173319,0.038598403,27,83,1,3,282,8.7,0.45,6146,190,8,CO,Colorado,West,-105.09919,40.504547,0,0
22900,"Fort Smith, AR-OK Metro Area",281227,38.8,0.02,20978,5.9,0.56,0.94,0.82,0.83,0.14,0.73,0.51,0,0.96,9.7,0.011955703,0.00539902,2,7,6,21,171,6.1,0.47,162,6,5,AR,Arkansas,South,-94.447657,35.334302,0,0
23060,"Fort Wayne, IN Metro Area",431802,36.6,0.03,26687,11.52,0.65,0.95,0.86,0.89,0.28,0.83,0.68,0,0.96,19.3,0.010976895,0.016617935,16,37,1,2,300,7,0.44,2022,47,18,IN,Indiana,Midwest,-85.15558,41.082034,0,0
23420,"Fresno, CA Metro Area",979915,32.1,0.02,22518,22.07,0.6,0.9,0.74,0.78,0.2,0.8,0.62,1,1,34,0.021513235,0.014251547,17,18,0,0,491,5.1,0.47,744,8,6,CA,California,West,-119.767821,36.738919,0,0
23460,"Gadsden, AL Metro Area",102564,41.2,0.03,22117,2.27,0.53,0.94,0.83,0.86,0.16,0.75,0.55,0,0.95,2.6,0.003273152,-0.000461965,2,19,0,0,55,5.3,0.44,58,6,1,AL,Alabama,South,-86.025408,34.013693,0,0
23540,"Gainesville, FL Metro Area",281796,31.9,0.06,24867,7.01,0.57,0.95,0.77,0.88,0.38,0.82,0.7,1,0.93,10.8,0.016861583,0.004786531,14,51,0,0,202,7.4,0.52,1830,67,12,FL,Florida,South,-82.41387,29.668386,0,0
23580,"Gainesville, GA Metro Area",196637,36.5,0.04,23776,4.68,0.63,0.97,0.87,0.87,0.2,0.85,0.64,0,0.98,7.6,0.012686649,0.032821059,5,26,0,0,107,5.6,0.46,338,18,13,GA,Georgia,South,-83.844688,34.275206,0,0
23900,"Gettysburg, PA Metro Area",102180,44.2,0.06,28404,2.9,0.63,0.94,0.9,0.91,0.22,0.81,0.65,0,0.97,2.7,0.010618249,0.003443969,1,10,0,0,73,7.2,0.4,0,0,42,PA,Pennsylvania,Northeast,-77.158635,39.851864,0,0
24020,"Glens Falls, NY Metro Area",126367,45.6,0.03,30426,3.84,0.61,0.95,0.9,0.87,0.24,0.81,0.65,0,1.01,4.2,0.01288879,0.000665463,2,16,0,0,198,15.5,0.43,310,24,36,NY,New York,Northeast,-73.589167,43.344655,0,0
24140,"Goldsboro, NC Metro Area",124150,37.3,0.05,23240,2.89,0.57,0.9,0.78,0.8,0.18,0.78,0.62,0,0.95,4,0.004543109,-0.000404367,0,0,0,0,66,5.3,0.45,38,3,37,NC,North Carolina,South,-77.988446,35.370731,0,0
24220,"Grand Forks, ND-MN Metro Area",102743,31.4,0.05,27226,2.8,0.71,0.96,0.83,0.91,0.32,0.79,0.67,1,1.06,4.4,0.021516684,0.022019352,1,10,0,0,72,7.1,0.47,190,19,38,ND,North Dakota,Midwest,-96.938378,47.866825,0,0
24260,"Grand Island, NE Metro Area",85584,37.1,0.03,28250,2.42,0.69,0.95,0.89,0.88,0.2,0.81,0.61,0,1,3.5,0.022071775,0.009355569,2,24,0,0,66,7.8,0.43,0,0,31,NE,Nebraska,Midwest,-98.31425,40.953148,0,0
24300,"Grand Junction, CO Metro Area",150083,39.8,0.04,24963,3.75,0.63,0.91,0.84,0.87,0.22,0.88,0.73,0,0.98,4.9,0.019546435,0.00577001,6,40,0,0,98,6.6,0.45,208,14,8,CO,Colorado,West,-108.54378,39.092852,0,0
24340,"Grand Rapids-Wyoming, MI Metro Area",1047099,35.7,0.03,29007,30.37,0.67,0.96,0.89,0.89,0.33,0.86,0.7,0,0.98,48.5,0.011543512,0.033717535,55,54,17,17,612,6,0.44,5092,50,26,MI,Michigan,Midwest,-85.686275,42.949149,0,0
24420,"Grants Pass, OR Metro Area",85904,47.1,0.07,21466,1.84,0.48,0.89,0.82,0.75,0.17,0.79,0.55,0,0.91,1.8,0.012328406,0.006359281,1,12,0,0,72,8.6,0.47,0,0,41,OR,Oregon,West,-123.386702,42.404127,0,0
24500,"Great Falls, MT Metro Area",81755,38.6,0.05,26619,2.18,0.63,0.94,0.85,0.88,0.25,0.74,0.58,0,1.03,3.1,0.012491495,0.007290368,1,12,0,0,65,7.9,0.45,42,5,30,MT,Montana,West,-111.306255,47.491839,0,0
24540,"Greeley, CO Metro Area",294932,34.3,0.08,28833,8.5,0.66,0.96,0.88,0.91,0.27,0.85,0.69,1,1.01,9.5,0.027621833,0.05215707,6,22,2,7,141,5.1,0.42,3668,132,8,CO,Colorado,West,-104.788372,40.328083,0,0
24580,"Green Bay, WI Metro Area",318236,38.7,0.04,30304,9.64,0.69,0.97,0.91,0.91,0.28,0.83,0.68,0,1.01,16.7,0.011684273,0.01911566,9,29,7,22,288,9.2,0.43,580,18,55,WI,Wisconsin,Midwest,-88.016456,44.548513,0,0
24660,"Greensboro-High Point, NC Metro Area",756139,39,0.04,26072,19.71,0.61,0.94,0.82,0.84,0.3,0.73,0.61,2,0.92,34.8,0.00546052,0.006242909,31,42,7,9,563,7.5,0.47,2000,27,37,NC,North Carolina,South,-79.835832,36.050277,0,0
24780,"Greenville, NC Metro Area",177220,32.1,0.08,25562,4.53,0.63,0.92,0.78,0.85,0.33,0.83,0.62,1,0.89,6.5,0.016155731,0.01091179,3,17,0,0,123,7,0.5,293,17,37,NC,North Carolina,South,-77.381184,35.579171,0,0
24860,"Greenville-Anderson-Mauldin, SC Metro Area",884975,38.5,0.04,27571,24.4,0.62,0.95,0.87,0.88,0.3,0.79,0.65,1,0.95,34.3,0.010438828,0.019554146,42,49,4,5,676,7.8,0.47,4235,49,45,SC,South Carolina,South,-82.425521,34.748564,0,0
25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",391266,37.3,0.04,24151,9.45,0.62,0.91,0.81,0.85,0.22,0.76,0.57,0,0.94,14.6,0.007197965,-0.004858715,2,5,0,0,278,7.2,0.45,333,9,28,MS,Mississippi,South,-88.952448,30.430909,0,0
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",263817,39.5,0.05,28508,7.52,0.61,0.94,0.86,0.86,0.21,0.82,0.65,0,1,8,0.011946088,0.009016519,8,31,3,12,134,5.2,0.43,244,9,24,MD,Maryland,South,-77.835331,39.551123,0,0
25220,"Hammond, LA Metro Area",130710,35.9,0.03,24270,3.17,0.6,0.92,0.8,0.76,0.21,0.81,0.59,0,0.95,3.2,0.028166148,-0.019003035,1,8,0,0,85,6.7,0.47,0,0,22,LA,Louisiana,South,-90.455523,30.571612,0,0
25260,"Hanford-Corcoran, CA Metro Area",149785,31.8,0.07,20471,3.07,0.58,0.93,0.84,0.82,0.11,0.8,0.62,0,1.22,4.8,0.02293185,0.028902739,1,7,0,0,43,2.9,0.45,42,3,6,CA,California,West,-119.728977,36.24275,0,0
25420,"Harrisburg-Carlisle, PA Metro Area",568033,40.1,0.05,32611,18.52,0.64,0.96,0.91,0.9,0.35,0.84,0.71,0,0.96,30.4,0.008557272,0.010492638,28,50,10,18,407,7.3,0.43,1945,35,42,PA,Pennsylvania,Northeast,-76.956084,40.271759,0,0
25500,"Harrisonburg, VA Metro Area",132822,33.5,0.1,26091,3.47,0.62,0.95,0.82,0.91,0.31,0.79,0.58,0,0.97,6.5,0.0070031,-0.010480551,1,8,0,0,105,8,0.45,102,8,51,VA,Virginia,South,-78.849569,38.449296,0,0
